iter	RMSE
0	0.145172058
1	0.1408666049
2	0.137135781
3	0.1334269262
4	0.1298273861
5	0.1268543068
6	0.1240371407
7	0.1211119698
8	0.118667675
9	0.1161703927
10	0.1141906101
11	0.1119794266
12	0.1098962658
13	0.1078836108
14	0.1061208551
15	0.1043582845
16	0.1027629197
17	0.1011674506
18	0.09998052469
19	0.09855239502
20	0.09733279453
21	0.0962531911
22	0.09521541747
23	0.09432270361
24	0.09335859505
25	0.09252738686
26	0.09172245679
27	0.09095563593
28	0.09016842007
29	0.08943990411
30	0.08886147196
31	0.08818737587
32	0.08758245044
33	0.08705835069
34	0.08658669634
35	0.08615407452
36	0.08577057955
37	0.0853319981
38	0.0849281417
39	0.08455274255
40	0.08417465897
41	0.08386784685
42	0.0835419245
43	0.08317255805
44	0.08285730359
45	0.08260609098
46	0.08240680683
47	0.08217317566
48	0.08194033134
49	0.0817145209
50	0.08143563081
51	0.08118661762
52	0.08089195027
53	0.08067370908
54	0.0804352797
55	0.08024003125
56	0.08000422995
57	0.07980053014
58	0.07963486002
59	0.07945495006
60	0.07929934458
61	0.07912245746
62	0.07898908096
63	0.07880582945
64	0.07868447847
65	0.07857215631
66	0.07846146068
67	0.07831089932
68	0.07813124159
69	0.07800692755
70	0.07788138707
71	0.07778068394
72	0.07767160893
73	0.07753788486
74	0.07741455413
75	0.07733377064
76	0.07722170654
77	0.0770984266
78	0.07694607899
79	0.07688806417
80	0.07679047319
81	0.076699922
82	0.07659364685
83	0.07648344469
84	0.07639459667
85	0.07632274373
86	0.0762413199
87	0.07612002444
88	0.07602020526
89	0.07594580539
90	0.075870537
91	0.07577547689
92	0.07563804102
93	0.07555910379
94	0.07547498151
95	0.07536323515
96	0.07527120791
97	0.07519229133
98	0.07512502847
99	0.07504516385
100	0.07496257775
101	0.0749025377
102	0.07486082362
103	0.07483351532
104	0.07473808804
105	0.07466600111
106	0.07460872543
107	0.07453557957
108	0.0744340992
109	0.07438067051
110	0.07431770258
111	0.07424493031
112	0.07417904227
113	0.07410104206
114	0.07406685345
115	0.07401337084
116	0.07397586955
117	0.07390371243
118	0.07381951368
119	0.07374141841
120	0.0736776923
121	0.07363295186
122	0.07359403182
123	0.07350056827
124	0.07341913951
125	0.07335927586
126	0.0733094757
127	0.07325185456
128	0.07319218581
129	0.07313469452
130	0.07308965591
131	0.07305330123
132	0.07299280019
133	0.07294220165
134	0.07290077282
135	0.0728275806
136	0.07274237017
137	0.07265769734
138	0.07261934371
139	0.07256114292
140	0.07251163996
141	0.07242157621
142	0.07236710067
143	0.07233225026
144	0.07228582828
145	0.07224807212
146	0.07218798413
147	0.07211886724
148	0.07208560272
149	0.07204443514
150	0.07201611955
151	0.07195044109
152	0.0718961185
153	0.07183598573
154	0.07176266505
155	0.071715362
156	0.07161930608
157	0.07158298634
158	0.0715237133
159	0.07148173827
160	0.07143981621
161	0.07140625055
162	0.07131090819
163	0.07126016094
164	0.07124072943
165	0.07120011543
166	0.07115216163
167	0.07111192025
168	0.07105009842
169	0.07100257549
170	0.0709633509
171	0.07092204834
172	0.07082414231
173	0.07077218375
174	0.0706924223
175	0.07063494466
176	0.07058986203
177	0.07056702083
178	0.0705131845
179	0.07047961386
180	0.0704169492
181	0.07036972235
182	0.07033717808
183	0.07030894859
184	0.07024686489
185	0.07022126744
186	0.07018107566
187	0.07015806073
188	0.07009173516
189	0.07003610171
190	0.06996053
191	0.0699296921
192	0.06989077988
193	0.06982804498
194	0.06978383779
195	0.06972516351
196	0.06961650916
197	0.06960871067
198	0.0695442305
199	0.06948150038
200	0.06944197973
201	0.0694143143
202	0.06933238562
203	0.06928450335
204	0.06919146228
205	0.06913276205
206	0.06908412096
207	0.06905338043
208	0.0690501337
209	0.06898883642
210	0.06891670612
211	0.06887366546
212	0.06883335552
213	0.06874964567
214	0.06870902132
215	0.06867079633
216	0.06861822967
217	0.06859081105
218	0.0685711128
219	0.06851768943
220	0.06848121313
221	0.06845455809
222	0.06839111872
223	0.068351398
224	0.06831787158
225	0.06827019213
226	0.06820685164
227	0.068120108
228	0.06807190781
229	0.0680274906
230	0.06798820073
231	0.06794677817
232	0.0679227229
233	0.06788192364
234	0.06782014479
235	0.0677769651
236	0.06771987256
237	0.06763852973
238	0.06760201363
239	0.06753128059
240	0.06750204022
241	0.06745704724
242	0.06741457899
243	0.06739463738
244	0.06731959886
245	0.06725220133
246	0.06724337296
247	0.06722811004
248	0.06720120305
249	0.06717778533
250	0.06714371596
251	0.06711587779
252	0.06704693989
253	0.06698251228
254	0.06695366213
255	0.06685166614
256	0.06681433419
257	0.06678401742
258	0.0667451879
259	0.06673912967
260	0.06669650063
261	0.06667456152
262	0.06662587076
263	0.06660155291
264	0.06656934159
265	0.06655553377
266	0.06650066942
267	0.06647155247
268	0.06642668842
269	0.06640400546
270	0.06633751333
271	0.06632334799
272	0.06627250235
273	0.06623420689
274	0.06619195449
275	0.06616236862
276	0.06609832857
277	0.0660928847
278	0.06606483304
279	0.06601998511
280	0.0659723106
281	0.06593241894
282	0.06587534071
283	0.06585882458
284	0.06582248983
285	0.06578554628
286	0.06574185596
287	0.06571380897
288	0.06566354697
289	0.06565958312
290	0.06560760172
291	0.06558862161
292	0.06554969915
293	0.06553128441
294	0.06551486565
295	0.06548988089
296	0.06546434028
297	0.06540830768
298	0.06540482369
299	0.06536619028
